Time,Open,High,Low,Latest,Change,%Change,Volume
2002-07-03,9.1907,9.3453,9.1628,9.2854,0.0759,+0.82%,0
2002-07-04,9.2903,9.359,9.287,9.3005,0.0151,+0.16%,0
2002-07-05,9.3172,9.3971,9.2905,9.3818,0.0813,+0.87%,0
2002-07-08,9.3736,9.3811,9.2663,9.2975,-0.0843,-0.90%,0
2002-07-09,9.2641,9.317,9.2393,9.2858,-0.0117,-0.13%,0
2002-07-10,9.3027,9.416,9.2746,9.4077,0.1219,+1.31%,0
2002-07-11,9.4013,9.4533,9.3207,9.378,-0.0297,-0.32%,0
2002-07-12,9.3903,9.4267,9.3005,9.3204,-0.0576,-0.61%,0
2002-07-15,9.3092,9.314,9.1865,9.2263,-0.0941,-1.01%,0
2002-07-16,9.2238,9.2609,9.1686,9.238,0.0117,+0.13%,0
2002-07-17,9.2246,9.2813,9.2032,9.2174,-0.0206,-0.22%,0
2002-07-18,9.2316,9.2647,9.1997,9.2215,0.0041,+0.04%,0
2002-07-19,9.2127,9.2684,9.1651,9.2466,0.0251,+0.27%,0
2002-07-22,9.274,9.4536,9.2602,9.4397,0.1931,+2.09%,0
2002-07-23,9.4621,9.6131,9.4592,9.6012,0.1615,+1.71%,0
2002-07-24,9.5919,9.6866,9.5002,9.5069,-0.0943,-0.98%,0
2002-07-25,9.4932,9.535,9.3772,9.412,-0.0949,-1.00%,0
2002-07-26,9.4012,9.4866,9.382,9.4367,0.0247,+0.26%,0
2002-07-29,9.4445,9.4953,9.3722,9.4611,0.0244,+0.26%,0
2002-07-30,9.4576,9.4784,9.368,9.402,-0.0591,-0.62%,0
2002-07-31,9.4045,9.5287,9.3928,9.4941,0.0921,+0.98%,0
2002-08-01,9.4742,9.5984,9.4529,9.5861,0.092,+0.97%,0
2002-08-02,9.5891,9.7052,9.4732,9.5868,0.0007,+0.01%,0
2002-08-05,9.6025,9.644,9.532,9.6368,0.05,+0.52%,0
2002-08-06,9.635,9.7952,9.6013,9.671,0.0342,+0.35%,0
